# Sensor type: Thingy
# Activity type: Running
# Activity subtype: Normal
# Subject id: s2094705
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695310735874,-1.9697266,-0.9628906,-0.48339844,-58.0,-9.0625,-203.5625,0.0,0.0,0.0
1695310735915,-1.2695312,-0.62402344,-0.111328125,205.65625,-59.34375,-93.71875,-33.3125,-14.6875,-113.75
1695310735955,-0.37695312,0.3408203,-0.2890625,191.75,-43.125,4.6875,0.0,0.0,0.0
1695310735995,0.2548828,0.8388672,-0.24121094,99.65625,14.5625,78.96875,0.0,0.0,0.0
1695310736035,0.6826172,0.9082031,-0.46191406,-76.25,108.1875,152.34375,0.0,0.0,0.0
1695310736075,-0.4033203,-0.31347656,0.30273438,-136.3125,177.71875,150.0,0.0,0.0,0.0
1695310736115,-1.0439453,-1.0419922,0.72753906,119.5625,-31.46875,20.5,0.0,0.0,0.0
1695310736155,-0.5722656,-0.8955078,-1.2021484,2.25,5.90625,-91.9375,0.0,0.0,0.0
1695310736195,-1.9697266,1.0878906,0.20507812,-89.125,118.6875,-120.125,0.0,0.0,0.0
1695310736235,0.5019531,0.33789062,-0.8066406,-33.09375,51.0625,-20.9375,0.0,0.0,0.0
1695310736275,-1.9697266,1.3798828,0.0078125,-18.5,44.40625,225.375,0.0,0.0,0.0
1695310736315,-1.9697266,-0.3544922,-0.35351562,151.46875,17.90625,252.0,0.0,0.0,0.0
1695310736355,-1.9697266,-0.56933594,0.4658203,-41.21875,103.5,143.40625,0.0,0.0,0.0
1695310736395,-0.5957031,-0.6279297,0.068359375,-41.15625,61.75,79.875,-35.5625,5.125,-123.8125
1695310736435,-0.40527344,-0.5419922,0.40527344,-0.3125,-13.9375,77.8125,0.0,0.0,0.0
1695310736475,-0.005859375,-1.1474609,-0.3544922,-97.125,-8.5,-10.9375,0.0,0.0,0.0
1695310736515,0.40722656,-0.62890625,0.38378906,18.59375,1.875,-62.28125,0.0,0.0,0.0
1695310736555,-0.2685547,0.109375,0.041992188,45.46875,-33.96875,-97.4375,0.0,0.0,0.0
1695310736595,-0.28320312,-0.049804688,-0.18359375,39.15625,-103.90625,-109.28125,0.0,0.0,0.0
1695310736635,-1.9697266,-0.28320312,0.3408203,112.21875,3.6875,-251.84375,0.0,0.0,0.0
1695310736676,-1.9697266,-0.06640625,-0.15136719,-72.40625,-118.5625,-142.90625,0.0,0.0,0.0
1695310736716,-1.9697266,-0.29882812,-0.6064453,-225.90625,18.21875,-145.71875,0.0,0.0,0.0
1695310736756,-1.421875,-0.7060547,-0.115234375,127.5,-35.90625,-96.875,0.0,0.0,0.0
1695310736796,-0.6933594,0.39648438,-0.43066406,265.0625,-78.8125,-28.75,0.0,0.0,0.0
1695310736836,0.79785156,1.4521484,-0.5498047,127.96875,-23.09375,67.90625,0.0,0.0,0.0
1695310736876,1.1933594,0.6464844,-0.5595703,-62.34375,115.375,150.6875,0.0,0.0,0.0
1695310736916,-0.5263672,-0.0107421875,0.5136719,-217.25,180.625,109.71875,-37.5,-10.4375,-108.5
1695310736956,-1.3222656,-1.2929688,0.7324219,258.84375,-91.34375,2.375,0.0,0.0,0.0
1695310736996,-0.5078125,-0.859375,-1.3330078,-184.46875,-22.3125,-165.96875,0.0,0.0,0.0
1695310737036,-1.2919922,-0.005859375,-2.0019531,106.0625,-197.90625,-33.9375,0.0,0.0,0.0
1695310737076,0.2548828,-0.6035156,0.203125,-163.46875,87.8125,-23.5,0.0,0.0,0.0
1695310737116,-1.78125,0.9423828,-0.47070312,18.59375,23.21875,131.46875,0.0,0.0,0.0
1695310737156,-1.9697266,0.1953125,-0.3955078,204.375,96.21875,222.15625,0.0,0.0,0.0
1695310737196,-1.7832031,-0.5703125,0.5810547,-55.5625,93.0625,91.96875,0.0,0.0,0.0
1695310737236,-0.48339844,-0.2705078,-0.16308594,-24.375,29.9375,70.3125,0.0,0.0,0.0
1695310737276,-0.14550781,-1.2148438,0.23242188,-29.625,-5.28125,113.75,0.0,0.0,0.0
1695310737316,0.35058594,-0.8027344,0.0009765625,90.8125,-4.1875,26.84375,0.0,0.0,0.0
1695310737356,0.0234375,0.030273438,0.52246094,-20.71875,-24.5625,-77.53125,0.0,0.0,0.0
1695310737396,-0.1171875,0.3935547,0.3486328,-6.0,-97.125,-72.40625,-37.0625,4.25,-123.625
1695310737437,-0.5390625,-0.27246094,-0.24609375,-49.21875,-135.34375,-123.84375,0.0,0.0,0.0
1695310737477,-1.9697266,-1.3339844,0.049804688,100.375,-10.40625,-302.6875,0.0,0.0,0.0
1695310737517,-1.8388672,0.3388672,-0.12597656,-213.15625,-173.125,-69.65625,0.0,0.0,0.0
1695310737557,-1.9697266,-0.9345703,-0.115234375,-89.625,-27.625,-129.96875,0.0,0.0,0.0
1695310737597,-1.1728516,-0.49804688,-0.22949219,226.375,-58.6875,-52.25,0.0,0.0,0.0
1695310737637,-0.29101562,1.0332031,-0.51660156,155.0,-24.5625,7.96875,0.0,0.0,0.0
1695310737677,0.7753906,1.2080078,-0.36914062,56.1875,36.65625,83.78125,0.0,0.0,0.0
1695310737717,1.1308594,0.41992188,-0.640625,-111.21875,146.46875,157.03125,0.0,0.0,0.0
1695310737757,-0.86816406,-0.7675781,1.9970703,-127.15625,139.5,85.4375,0.0,0.0,0.0
1695310737797,-1.6064453,-1.8085938,-2.0019531,124.90625,48.9375,-77.65625,0.0,0.0,0.0
1695310737837,-1.3017578,0.9091797,1.9970703,-315.1875,-4.78125,-143.875,0.0,0.0,0.0
1695310737877,-1.3320312,0.14746094,-1.1894531,-131.125,-140.46875,-20.21875,0.0,0.0,0.0
1695310737917,0.078125,0.3701172,-0.4501953,110.46875,-30.90625,87.5625,-34.8125,-12.875,-117.625
1695310737957,-1.9697266,1.7451172,-0.14355469,-145.84375,128.28125,185.34375,0.0,0.0,0.0
1695310737997,-1.9697266,-1.9814453,0.5078125,153.78125,23.71875,238.6875,0.0,0.0,0.0
1695310738037,-1.1660156,-0.025390625,0.32714844,-16.1875,50.6875,95.125,0.0,0.0,0.0
1695310738077,-0.115234375,-0.20117188,-0.21875,-16.5625,58.4375,70.59375,0.0,0.0,0.0
1695310738117,-0.19921875,-1.0683594,-0.0048828125,-65.09375,-6.5,86.34375,0.0,0.0,0.0
1695310738157,0.39941406,-0.9316406,0.5263672,108.0625,15.28125,33.75,0.0,0.0,0.0
1695310738198,-0.037109375,0.234375,0.3642578,-26.09375,-51.78125,-99.625,0.0,0.0,0.0
1695310738238,-0.18847656,0.46191406,0.30566406,32.6875,-108.71875,-78.5,0.0,0.0,0.0
1695310738278,-1.1269531,-0.5029297,-0.21289062,-1.96875,-160.90625,-159.9375,0.0,0.0,0.0
1695310738318,-1.9697266,-0.6933594,0.17675781,20.4375,-48.71875,-248.125,0.0,0.0,0.0
1695310738358,-1.859375,0.7167969,-0.5654297,-113.53125,-133.6875,-71.0625,0.0,0.0,0.0
1695310738398,-1.9697266,-1.2470703,0.37109375,-55.3125,2.65625,-108.0625,-33.0,-10.0,-115.875
1695310738438,-1.21875,-0.3017578,-0.3515625,259.125,-62.40625,-18.875,0.0,0.0,0.0
1695310738478,-0.005859375,1.2080078,-0.5097656,128.78125,-37.0625,20.3125,0.0,0.0,0.0
1695310738518,1.0927734,1.2382812,-0.39160156,38.5625,49.09375,88.96875,0.0,0.0,0.0
1695310738558,0.79003906,0.087890625,-0.43066406,-137.34375,198.59375,186.09375,0.0,0.0,0.0
1695310738598,-1.0761719,-0.79003906,1.9970703,-43.15625,53.75,103.75,0.0,0.0,0.0
1695310738638,-1.3154297,-1.7158203,-1.4550781,96.125,94.03125,-65.125,0.0,0.0,0.0
1695310738678,-0.5097656,0.109375,-0.6894531,-238.96875,-112.5625,-160.125,0.0,0.0,0.0
1695310738718,-1.9267578,0.7548828,-1.9765625,-114.15625,-150.34375,-71.25,0.0,0.0,0.0
1695310738758,0.45703125,0.28027344,-0.5410156,79.8125,-26.625,8.21875,0.0,0.0,0.0
1695310738798,-1.9697266,1.8164062,-0.5703125,-102.5,0.9375,134.8125,0.0,0.0,0.0
1695310738838,-1.9697266,-0.0078125,0.09667969,118.03125,153.53125,223.0,0.0,0.0,0.0
1695310738878,-1.5605469,-1.4023438,0.40625,-104.21875,80.59375,166.1875,0.0,0.0,0.0
1695310738918,-0.58984375,-0.3330078,-0.2421875,-61.59375,42.28125,67.625,-33.125,5.5625,-125.125
1695310738959,0.0068359375,-1.1738281,0.42578125,-71.1875,-40.0625,91.78125,0.0,0.0,0.0
1695310738999,0.05859375,-1.1855469,-0.18847656,45.21875,-37.0625,6.21875,0.0,0.0,0.0
1695310739039,0.31054688,0.0078125,0.3564453,20.125,0.21875,-87.34375,0.0,0.0,0.0
1695310739079,-0.24707031,0.57910156,0.020507812,16.09375,-67.09375,-66.40625,0.0,0.0,0.0
1695310739119,-0.0234375,-0.14160156,-0.13671875,-10.21875,-118.5,-69.78125,0.0,0.0,0.0
1695310739159,-1.9697266,-0.92089844,-0.16113281,28.125,-86.15625,-213.28125,0.0,0.0,0.0
1695310739199,-1.9697266,0.71972656,0.119140625,104.15625,-33.21875,-101.09375,0.0,0.0,0.0
1695310739239,-1.4775391,0.22558594,-0.2939453,-254.0,11.03125,-150.21875,0.0,0.0,0.0
1695310739279,-1.2871094,-0.484375,0.078125,-6.78125,-5.53125,-65.8125,0.0,0.0,0.0
1695310739319,-0.98046875,0.20996094,-0.22363281,91.46875,-12.71875,1.09375,0.0,0.0,0.0
1695310739359,0.005859375,0.7011719,-0.3046875,71.5625,9.5625,19.875,0.0,0.0,0.0
1695310739399,0.68652344,1.0224609,-0.29003906,-18.4375,91.84375,60.09375,-35.875,-11.375,-112.6875
1695310739439,0.26660156,-0.12109375,0.4951172,-147.28125,130.34375,134.5625,0.0,0.0,0.0
1695310739479,-0.3515625,-1.6289062,0.107421875,210.25,-109.03125,25.625,0.0,0.0,0.0
1695310739519,-0.8730469,-1.2167969,-0.44628906,-240.1875,20.84375,-182.4375,0.0,0.0,0.0
1695310739559,-1.3837891,2.0175781,0.3671875,-64.46875,106.65625,-156.8125,0.0,0.0,0.0
1695310739599,-1.1464844,-1.2685547,1.5478516,103.9375,85.1875,10.1875,0.0,0.0,0.0
1695310739639,-0.64746094,1.2802734,-0.5029297,103.375,-22.5625,14.9375,0.0,0.0,0.0
1695310739679,-1.9697266,1.1953125,0.26660156,10.90625,152.125,94.34375,0.0,0.0,0.0
1695310739720,-1.8896484,-0.8671875,-0.2841797,177.96875,41.40625,199.25,0.0,0.0,0.0
1695310739760,-0.92089844,-0.4091797,0.1640625,-71.6875,95.5625,146.40625,0.0,0.0,0.0
1695310739800,-1.0498047,0.6152344,0.25195312,-34.1875,50.625,74.625,0.0,0.0,0.0
1695310739840,-0.2607422,-0.6376953,0.2548828,-23.28125,-30.78125,123.875,0.0,0.0,0.0
1695310739880,-0.029296875,-0.7001953,-0.061523438,-61.84375,-40.1875,32.625,0.0,0.0,0.0
1695310739920,-0.41308594,-0.21679688,0.12988281,-31.34375,-43.375,-38.34375,-35.6875,8.5625,-121.25
1695310739960,-0.3515625,-0.55566406,0.23535156,-6.125,-92.25,-43.71875,0.0,0.0,0.0
1695310740000,-1.4443359,-0.50390625,-0.28515625,89.65625,-114.09375,-152.40625,0.0,0.0,0.0
1695310740040,-1.9697266,-0.49023438,-0.34570312,245.78125,-20.65625,-165.84375,0.0,0.0,0.0
1695310740080,-1.9296875,0.83496094,-0.48828125,-161.9375,-107.03125,-96.03125,0.0,0.0,0.0
1695310740120,-1.1826172,-0.024414062,0.12207031,-17.40625,20.46875,-108.65625,0.0,0.0,0.0
1695310740160,-1.0410156,-0.4892578,-0.3720703,181.125,3.625,-77.53125,0.0,0.0,0.0
1695310740200,-1.0332031,-0.068359375,-0.65527344,171.1875,15.78125,-71.0,0.0,0.0,0.0
1695310740240,-0.62109375,0.2529297,-0.49804688,279.9375,-20.96875,-65.5,0.0,0.0,0.0
1695310740280,0.036132812,0.71875,-0.26953125,263.21875,-36.21875,-60.4375,0.0,0.0,0.0
1695310740320,-0.28125,0.032226562,0.12890625,187.0,55.5,10.46875,0.0,0.0,0.0
1695310740360,-0.26367188,-0.26171875,0.064453125,-88.9375,96.21875,70.71875,0.0,0.0,0.0
1695310740400,-0.11425781,0.076171875,-0.33789062,-109.9375,28.125,23.59375,0.0,0.0,0.0
1695310740440,-0.1953125,-1.7783203,0.8535156,-27.96875,148.09375,24.8125,0.0,0.0,0.0
1695310740481,-1.9121094,-0.9345703,-0.7158203,-85.46875,-13.03125,31.53125,0.0,0.0,0.0
1695310740521,-0.29785156,0.6972656,0.14941406,19.625,-12.1875,76.65625,0.0,0.0,0.0
1695310740561,-1.9697266,0.41210938,-0.44140625,-36.03125,39.46875,211.03125,0.0,0.0,0.0
1695310740601,-1.9697266,-1.7509766,-0.15234375,44.65625,49.15625,168.0,0.0,0.0,0.0
1695310740641,-1.9697266,-0.40820312,0.7392578,-35.34375,101.46875,135.1875,0.0,0.0,0.0
1695310740681,-0.9501953,-0.045898438,0.05078125,-50.8125,41.40625,45.8125,0.0,0.0,0.0
1695310740721,-0.19140625,-0.32617188,0.072265625,-45.4375,33.34375,53.21875,0.0,0.0,0.0
1695310740761,0.018554688,-0.9511719,-0.11035156,52.96875,-17.125,18.71875,0.0,0.0,0.0
1695310740801,0.2861328,-0.8984375,0.26171875,59.5,-25.71875,-39.9375,-35.875,23.75,-98.875
1695310740841,-0.3564453,0.18652344,0.3232422,10.25,-56.375,-129.96875,0.0,0.0,0.0
1695310740881,-0.6386719,0.29589844,0.13085938,15.78125,-110.625,-129.03125,0.0,0.0,0.0
1695310740921,-1.9697266,-0.40820312,-0.01953125,64.6875,-91.21875,-275.09375,0.0,0.0,0.0
1695310740961,-1.9697266,0.024414062,0.10253906,-217.0625,-86.625,-83.4375,0.0,0.0,0.0
1695310741001,-1.9697266,-0.9580078,-0.2939453,-61.78125,-1.75,-157.84375,0.0,0.0,0.0
1695310741041,-1.6201172,-0.71972656,-0.28222656,233.375,-66.0,-54.40625,0.0,0.0,0.0
1695310741081,-0.39941406,0.89941406,-0.5722656,200.46875,-77.3125,13.59375,0.0,0.0,0.0
1695310741121,0.68066406,1.2255859,-0.37109375,89.15625,-12.84375,61.375,0.0,0.0,0.0
1695310741161,1.0078125,0.73535156,-0.50097656,-82.0625,128.875,136.03125,0.0,0.0,0.0
1695310741201,-0.35546875,-0.234375,0.25878906,-159.875,196.1875,120.40625,0.0,0.0,0.0
1695310741242,-1.0478516,-1.1826172,1.2636719,145.375,-102.625,15.0625,0.0,0.0,0.0
1695310741282,-0.66796875,-0.76953125,-1.4365234,11.8125,-33.40625,-100.59375,0.0,0.0,0.0
1695310741322,-1.9697266,0.65722656,-1.4082031,-117.15625,-14.75,-95.34375,-37.625,8.0,-92.625
1695310741362,0.13769531,0.14550781,-0.7080078,-22.96875,-25.78125,-18.75,0.0,0.0,0.0
1695310741402,-1.8085938,1.0986328,-0.28515625,-45.78125,48.375,163.0625,0.0,0.0,0.0
1695310741442,-1.9697266,-0.5136719,0.5703125,104.96875,72.0,234.3125,0.0,0.0,0.0
1695310741482,-1.9052734,-0.72753906,0.6484375,-123.5625,89.8125,128.40625,0.0,0.0,0.0
1695310741522,-0.74609375,-0.6611328,-0.11425781,-57.15625,11.375,83.1875,0.0,0.0,0.0
1695310741562,-0.038085938,-0.5253906,0.15820312,-32.0625,36.84375,70.0625,0.0,0.0,0.0
1695310741602,-0.091796875,-0.9199219,-0.12695312,62.90625,-12.59375,12.0,0.0,0.0,0.0
1695310741642,0.2626953,-0.61621094,0.4267578,47.96875,18.96875,-50.0625,0.0,0.0,0.0
1695310741682,-0.22070312,0.37304688,0.26757812,20.0,-67.40625,-114.15625,0.0,0.0,0.0
1695310741722,-0.36816406,0.030273438,-0.078125,19.03125,-111.21875,-100.0,0.0,0.0,0.0
1695310741762,-1.9697266,-0.5107422,-0.02734375,125.21875,-90.0625,-256.125,0.0,0.0,0.0
1695310741802,-1.9697266,0.35351562,0.39257812,-241.28125,-89.6875,-96.34375,-35.25,7.375,-90.0625
1695310741842,-1.9697266,-0.8300781,-0.4189453,-126.53125,40.625,-149.0625,0.0,0.0,0.0
1695310741882,-1.5761719,-0.6953125,-0.107421875,143.90625,-31.9375,-67.15625,0.0,0.0,0.0
1695310741922,-0.7988281,0.43164062,-0.31445312,238.15625,-59.78125,4.0625,0.0,0.0,0.0
1695310741962,0.44140625,1.4638672,-0.14453125,86.84375,-12.59375,40.625,0.0,0.0,0.0
1695310742003,0.76464844,0.9482422,-0.54296875,-73.6875,126.5625,145.96875,0.0,0.0,0.0
1695310742043,-0.41308594,-0.70214844,0.12695312,-186.1875,206.15625,146.84375,0.0,0.0,0.0
1695310742083,-1.0195312,-1.4296875,0.46484375,79.8125,-83.40625,2.65625,0.0,0.0,0.0
1695310742123,-0.40722656,-0.49414062,-1.125,62.90625,-17.90625,-73.3125,0.0,0.0,0.0
1695310742163,-1.9697266,2.0175781,-2.0019531,-244.53125,175.03125,-134.21875,0.0,0.0,0.0
1695310742203,-1.3310547,-1.3886719,1.9970703,-100.125,254.0625,7.4375,0.0,0.0,0.0
1695310742243,-0.11230469,0.71191406,-0.61328125,76.40625,17.0625,83.34375,0.0,0.0,0.0
1695310742283,-1.9697266,1.0371094,-0.4892578,-146.375,22.875,156.40625,0.0,0.0,0.0
1695310742323,-1.9697266,-1.9814453,0.5361328,13.59375,26.84375,261.15625,-37.9375,9.8125,-95.75
1695310742363,-1.1494141,0.453125,0.08105469,16.59375,4.71875,92.28125,0.0,0.0,0.0
1695310742403,-0.16503906,-0.21289062,-0.27441406,-30.15625,36.78125,75.71875,0.0,0.0,0.0
1695310742443,0.0029296875,-1.5,0.056640625,16.03125,-2.96875,114.0,0.0,0.0,0.0
1695310742483,0.28125,-0.94140625,0.17773438,114.71875,19.5625,3.28125,0.0,0.0,0.0
1695310742523,-0.30859375,0.37402344,0.45703125,12.875,-53.96875,-130.8125,0.0,0.0,0.0
1695310742563,-0.16210938,0.3486328,0.030273438,5.28125,-120.28125,-90.53125,0.0,0.0,0.0
1695310742603,-1.9697266,-0.39941406,-0.09277344,53.8125,-158.84375,-191.90625,0.0,0.0,0.0
1695310742643,-1.9697266,0.45703125,0.083984375,2.125,-58.6875,-128.25,0.0,0.0,0.0
1695310742683,-1.9697266,0.15234375,-0.84472656,-186.1875,-26.34375,-132.875,0.0,0.0,0.0
1695310742723,-1.7802734,-1.1972656,0.2705078,-54.78125,20.46875,-76.5,0.0,0.0,0.0
1695310742764,-1.0996094,0.083984375,-0.3876953,245.03125,-47.8125,-11.78125,0.0,0.0,0.0
1695310742804,0.171875,1.1708984,-0.25,127.3125,-39.28125,30.125,-33.75,2.5625,-84.9375
1695310742844,1.3408203,1.4375,-0.44628906,-9.0,105.1875,130.28125,0.0,0.0,0.0
1695310742884,-0.19335938,-0.57714844,0.005859375,-147.96875,202.90625,126.625,0.0,0.0,0.0
1695310742924,-0.953125,-1.2490234,1.5869141,86.34375,-46.78125,28.3125,0.0,0.0,0.0
1695310742964,-1.1181641,-1.0947266,-0.7988281,12.625,54.40625,-93.8125,0.0,0.0,0.0
1695310743004,-1.0800781,0.6904297,0.35546875,-174.21875,-26.5625,-133.9375,0.0,0.0,0.0
1695310743044,-1.0751953,-0.61621094,1.9970703,95.5,-49.84375,2.78125,0.0,0.0,0.0
1695310743084,-0.51660156,1.4404297,-0.020507812,44.96875,-24.375,64.5625,0.0,0.0,0.0
1695310743124,-1.9697266,1.3828125,-0.5,-112.0625,12.90625,132.4375,0.0,0.0,0.0
1695310743164,-1.9697266,-1.8662109,-0.2705078,-11.8125,60.875,267.4375,0.0,0.0,0.0
1695310743204,-1.0986328,-0.08691406,0.31933594,-92.0,58.1875,98.9375,0.0,0.0,0.0
1695310743244,-0.5419922,-0.35839844,-0.10449219,-32.25,23.78125,74.21875,0.0,0.0,0.0
1695310743284,-0.17285156,-1.0068359,0.038085938,-17.65625,-17.71875,101.1875,-38.375,22.375,-96.8125
1695310743324,0.16699219,-0.94628906,0.0625,70.125,7.125,4.0,0.0,0.0,0.0
1695310743364,0.18164062,-0.42285156,0.37890625,40.9375,-40.1875,-87.125,0.0,0.0,0.0
1695310743404,-0.36621094,0.41308594,0.26757812,14.375,-91.34375,-119.875,0.0,0.0,0.0
1695310743444,-0.7734375,0.037109375,-0.07421875,-1.65625,-130.03125,-132.28125,0.0,0.0,0.0
1695310743484,-1.9697266,-0.70410156,-0.13671875,49.71875,-21.5,-255.375,0.0,0.0,0.0
1695310743525,-1.6269531,0.08691406,0.076171875,-255.5,-35.65625,-70.625,0.0,0.0,0.0
1695310743565,-1.9697266,-0.93066406,-0.14160156,-87.78125,22.375,-105.65625,0.0,0.0,0.0
1695310743605,-1.3134766,-0.17773438,-0.18164062,183.40625,-45.375,-27.0,0.0,0.0,0.0
1695310743645,-0.3564453,0.71484375,-0.34472656,179.59375,-42.25,27.03125,0.0,0.0,0.0
1695310743685,0.71875,1.2138672,-0.3330078,25.125,39.15625,83.46875,0.0,0.0,0.0
1695310743725,0.5253906,0.47070312,-0.36035156,-114.40625,182.46875,186.75,0.0,0.0,0.0
1695310743765,-0.8251953,-1.0302734,1.9970703,-4.78125,-25.96875,101.4375,0.0,0.0,0.0
1695310743805,-1.0996094,-1.4794922,-1.21875,78.40625,107.03125,-50.375,-36.4375,11.0,-89.75
1695310743845,-0.107421875,0.07324219,-0.97265625,-50.25,-87.4375,-129.71875,0.0,0.0,0.0
1695310743885,-1.9697266,1.0585938,0.4189453,161.375,-380.71875,-46.84375,0.0,0.0,0.0
1695310743925,-0.28320312,-1.0029297,0.08496094,-201.6875,19.125,-23.875,0.0,0.0,0.0
1695310743965,-1.3222656,0.72558594,-0.39160156,161.90625,-33.59375,80.0625,0.0,0.0,0.0
1695310744005,-1.9697266,0.36132812,-0.703125,22.0625,69.0,200.53125,0.0,0.0,0.0
1695310744045,-1.9697266,-1.5732422,0.25097656,-215.65625,60.6875,166.625,0.0,0.0,0.0
1695310744085,-1.2431641,0.036132812,0.21289062,18.15625,35.4375,102.21875,0.0,0.0,0.0
1695310744125,-0.32226562,-0.2578125,-0.0068359375,-6.4375,19.375,83.78125,0.0,0.0,0.0
1695310744165,-0.02734375,-1.1396484,0.059570312,-7.21875,-29.3125,81.96875,0.0,0.0,0.0
1695310744205,0.22753906,-0.859375,0.078125,83.78125,-6.3125,-15.15625,0.0,0.0,0.0
1695310744245,-0.40234375,0.16210938,0.43554688,-20.21875,-36.59375,-122.75,0.0,0.0,0.0
1695310744286,-0.25878906,0.3017578,0.08886719,38.1875,-110.5,-89.0,-37.375,20.875,-94.125
1695310744326,-1.1591797,-0.20507812,-0.203125,5.71875,-125.9375,-137.78125,0.0,0.0,0.0
1695310744366,-1.9697266,-0.4951172,0.123046875,22.375,-45.125,-214.0,0.0,0.0,0.0
1695310744406,-1.4599609,0.484375,-0.41308594,-115.125,-109.40625,-84.1875,0.0,0.0,0.0
1695310744446,-1.8974609,-0.6591797,0.18066406,-110.5625,-1.90625,-80.28125,0.0,0.0,0.0
1695310744486,-1.1845703,-0.059570312,-0.25390625,85.625,-12.0,-15.21875,0.0,0.0,0.0
1695310744526,-0.5253906,0.58984375,-0.35058594,76.28125,16.75,21.03125,0.0,0.0,0.0
1695310744566,0.6533203,1.0644531,-0.25,-40.65625,63.6875,61.15625,0.0,0.0,0.0
1695310744606,0.26171875,-0.3828125,-0.2861328,-87.125,174.59375,160.15625,0.0,0.0,0.0
1695310744646,-0.66796875,-1.546875,1.2402344,73.40625,-27.625,78.71875,0.0,0.0,0.0
1695310744686,-0.7451172,-0.7939453,-0.31054688,118.8125,6.9375,-83.28125,0.0,0.0,0.0
1695310744726,-0.9550781,0.8496094,0.41503906,-104.75,-60.75,-162.3125,0.0,0.0,0.0
1695310744766,-0.43945312,0.7089844,-1.8232422,-31.5,-52.46875,-45.65625,0.0,0.0,0.0
1695310744806,-0.15234375,0.49023438,-0.22753906,96.65625,-12.125,61.75,-36.125,-1.0,-91.5625
1695310744846,-1.9697266,1.0996094,-0.66015625,23.34375,-77.34375,130.71875,0.0,0.0,0.0
1695310744886,-1.7900391,-1.1376953,-0.10546875,-36.53125,92.125,234.90625,0.0,0.0,0.0
1695310744926,-1.4042969,-0.171875,0.19921875,-11.0,51.125,135.65625,0.0,0.0,0.0
1695310744966,-0.9638672,0.21972656,0.11816406,2.65625,9.1875,60.96875,0.0,0.0,0.0
1695310745006,-0.07519531,-0.3515625,-0.10253906,-18.9375,-8.8125,79.8125,0.0,0.0,0.0
1695310745047,0.09667969,-1.3535156,0.18652344,53.5,-29.6875,66.5,0.0,0.0,0.0
1695310745087,-0.08984375,-0.6533203,0.42871094,-29.8125,-1.75,-99.625,0.0,0.0,0.0
1695310745127,-0.33398438,0.68359375,0.12597656,51.5625,-109.09375,-112.0625,0.0,0.0,0.0
1695310745167,-1.1748047,0.0009765625,-0.30078125,49.3125,-171.59375,-126.0,0.0,0.0,0.0
1695310745207,-1.9697266,-0.4765625,0.06347656,22.3125,-63.0625,-188.75,0.0,0.0,0.0
1695310745247,-1.859375,1.03125,-0.2841797,-45.90625,-132.71875,-96.875,0.0,0.0,0.0
1695310745287,-1.7666016,-0.34179688,-0.038085938,-189.46875,-21.15625,-87.0,-34.1875,5.0,-85.25
1695310745327,-1.0751953,-0.24707031,-0.09667969,95.125,-24.4375,-41.75,0.0,0.0,0.0
1695310745367,-0.4111328,0.6435547,-0.51171875,79.6875,6.5625,18.84375,0.0,0.0,0.0
