# Sensor type: Thingy
# Activity type: Sitting
# Activity subtype: Normal
# Subject id: s2094705
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695828922003,-0.048828125,-0.85058594,0.51953125,0.0625,0.25,0.0,0.0,0.0,0.0
1695828922043,-0.038085938,-0.8496094,0.5126953,-0.59375,0.0,0.3125,0.0,0.0,0.0
1695828922083,-0.049804688,-0.8466797,0.52441406,-0.15625,-0.25,0.125,0.0,0.0,0.0
1695828922123,-0.03515625,-0.8496094,0.48632812,-0.03125,-0.3125,-0.0625,0.0,0.0,0.0
1695828922163,-0.048828125,-0.85546875,0.50878906,-0.15625,-0.5,0.0,0.0,0.0,0.0
1695828922203,-0.03515625,-0.8496094,0.5058594,0.1875,0.125,0.0,0.0,0.0,0.0
1695828922243,-0.04296875,-0.84277344,0.50878906,-0.21875,0.0,-0.125,0.0,0.0,0.0
1695828922283,-0.041015625,-0.85058594,0.50878906,0.1875,0.3125,-0.125,0.0,0.0,0.0
1695828922323,-0.037109375,-0.85546875,0.515625,0.0,0.1875,-0.0625,0.0,0.0,0.0
1695828922363,-0.04296875,-0.85253906,0.51171875,0.0,0.25,0.125,0.0,0.0,0.0
1695828922403,-0.041015625,-0.8515625,0.5029297,0.1875,-0.0625,0.0625,0.0,0.0,0.0
1695828922443,-0.04296875,-0.8544922,0.52246094,0.1875,0.0625,0.125,0.0,0.0,0.0
1695828922483,-0.041992188,-0.8535156,0.51953125,0.1875,0.0,0.1875,53.25,-66.875,-74.875
1695828922523,-0.037109375,-0.8457031,0.5205078,0.03125,-0.09375,-0.03125,0.0,0.0,0.0
1695828922563,-0.041992188,-0.84472656,0.51171875,-0.1875,0.21875,0.03125,0.0,0.0,0.0
1695828922603,-0.047851562,-0.8457031,0.5107422,-0.15625,-0.09375,0.09375,0.0,0.0,0.0
