# Sensor type: Respeck
# Activity type: Sitting
# Activity subtype: Normal
# Subject id: s2094705
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695828854724,0.40429688,-0.8049927,-0.42071533,0.0,-1.46875,0.109375
1695828854764,0.43066406,-0.78912354,-0.41705322,0.6875,-0.0625,0.0625
1695828854804,0.42358398,-0.7949829,-0.42608643,0.0,-0.390625,0.078125
1695828854844,0.4272461,-0.79034424,-0.41851807,0.453125,-0.21875,-0.1875
1695828854884,0.4267578,-0.7930298,-0.43341064,-0.109375,1.046875,0.015625
1695828854924,0.42749023,-0.79107666,-0.41363525,0.703125,-1.609375,-0.296875
1695828854964,0.43652344,-0.79156494,-0.4487915,-0.546875,-0.578125,0.078125
1695828855004,0.4267578,-0.78692627,-0.43780518,1.109375,0.078125,-0.296875
1695828855044,0.41455078,-0.803772,-0.42633057,0.140625,-0.3125,0.015625
1695828855084,0.4255371,-0.7827759,-0.4336548,0.25,0.046875,-0.140625
1695828855124,0.43286133,-0.7971802,-0.4331665,-0.25,-0.75,0.140625
1695828855164,0.42236328,-0.7959595,-0.4373169,0.015625,-0.765625,-0.078125
1695828855204,0.4177246,-0.78448486,-0.4307251,-0.328125,-0.796875,-0.1875
1695828855245,0.42504883,-0.78790283,-0.43292236,-0.484375,-0.40625,0.453125
1695828855285,0.42749023,-0.7962036,-0.43243408,-0.25,-0.6875,0.078125
1695828855325,0.43041992,-0.7871704,-0.44293213,-0.03125,-0.21875,0.15625
1695828855365,0.4230957,-0.79693604,-0.42510986,0.265625,-0.65625,-0.015625
1695828855405,0.43676758,-0.7786255,-0.43634033,-0.140625,0.28125,0.03125
1695828855445,0.42260742,-0.79693604,-0.43218994,-0.015625,-1.0625,-0.015625
1695828855485,0.44873047,-0.7769165,-0.44439697,-0.046875,0.375,0.125
1695828855525,0.4194336,-0.78912354,-0.43658447,-0.09375,-1.203125,0.375
1695828855565,0.4477539,-0.77545166,-0.458313,-0.28125,1.203125,0.015625
1695828855605,0.42651367,-0.7966919,-0.425354,0.90625,-0.46875,0.4375
1695828855645,0.42260742,-0.7932739,-0.43927002,-0.40625,-0.328125,-0.109375
1695828855685,0.43188477,-0.78082275,-0.4356079,-0.203125,0.015625,0.3125
1695828855725,0.43676758,-0.79278564,-0.43927002,-0.453125,-0.71875,0.15625
1695828855765,0.42944336,-0.7827759,-0.44976807,-0.46875,-0.5,-0.078125
1695828855805,0.43530273,-0.7764282,-0.43707275,-0.046875,-0.171875,0.390625
1695828855845,0.43286133,-0.7918091,-0.42803955,-0.0625,-1.078125,0.328125
1695828855885,0.42407227,-0.79156494,-0.44073486,-0.171875,-0.96875,0.140625
1695828855925,0.4440918,-0.7854614,-0.43414307,-0.03125,-0.65625,-0.140625
1695828855965,0.4177246,-0.7932739,-0.4385376,-0.59375,-0.734375,0.265625
1695828856006,0.4350586,-0.7764282,-0.442688,-0.34375,-0.0625,-0.046875
1695828856046,0.4333496,-0.78692627,-0.4373169,-0.328125,-1.265625,0.046875
1695828856086,0.44702148,-0.77301025,-0.43536377,-0.375,-0.5,-0.015625
1695828856126,0.43530273,-0.7905884,-0.4385376,-1.046875,-1.40625,0.296875
1695828856166,0.43969727,-0.77349854,-0.46661377,-0.203125,0.5625,0.1875
1695828856206,0.43041992,-0.79888916,-0.4258423,0.125,-0.53125,-0.046875
1695828856246,0.4260254,-0.78082275,-0.44122314,-0.21875,-0.15625,-0.234375
1695828856286,0.44213867,-0.7842407,-0.4343872,-0.671875,-0.40625,0.15625
1695828856326,0.43164062,-0.77838135,-0.43756104,-0.265625,-0.578125,0.28125
1695828856366,0.4375,-0.7901001,-0.43902588,-0.6875,-0.734375,0.203125
1695828856406,0.43530273,-0.7678833,-0.43951416,-0.21875,-0.296875,0.53125
1695828856446,0.4387207,-0.79107666,-0.42559814,-0.140625,-1.921875,0.5625
1695828856486,0.4284668,-0.78302,-0.43780518,-0.03125,-1.296875,0.40625
1695828856526,0.4477539,-0.7786255,-0.43585205,-0.65625,-1.578125,0.453125
1695828856566,0.4338379,-0.79571533,-0.43170166,-0.921875,-1.3125,1.09375
1695828856606,0.45092773,-0.77789307,-0.43804932,-1.625,-0.28125,0.671875
1695828856646,0.43139648,-0.7803345,-0.4336548,-1.203125,-1.1875,0.8125
1695828856686,0.4326172,-0.78497314,-0.442688,-1.4375,0.0625,1.0625
1695828856726,0.44604492,-0.7774048,-0.41607666,-0.546875,-1.625,0.109375
1695828856767,0.4423828,-0.7744751,-0.45269775,-1.921875,0.0625,0.84375
1695828856807,0.4572754,-0.7776489,-0.43048096,-0.4375,0.828125,0.203125
1695828856847,0.43603516,-0.79815674,-0.43145752,-0.71875,-0.609375,0.09375
1695828856887,0.45776367,-0.77545166,-0.4241333,-0.703125,0.625,0.03125
1695828856927,0.4489746,-0.7786255,-0.43096924,-1.0625,-0.984375,0.390625
1695828856967,0.45214844,-0.78253174,-0.4385376,-1.21875,-0.21875,-0.125
1695828857007,0.43945312,-0.7732544,-0.43096924,-0.96875,-1.0,0.203125
1695828857047,0.44750977,-0.78302,-0.42730713,-1.4375,-0.265625,0.296875
1695828857087,0.44189453,-0.7781372,-0.4290161,-0.71875,-1.984375,0.359375
1695828857127,0.44458008,-0.78375244,-0.427063,-0.65625,-0.375,-0.03125
1695828857167,0.45507812,-0.786438,-0.42388916,-0.734375,-0.59375,0.421875
1695828857207,0.45263672,-0.7854614,-0.42462158,-0.4375,-0.03125,0.09375
1695828857247,0.45092773,-0.77838135,-0.43243408,-0.140625,-0.796875,-0.0625
1695828857287,0.44873047,-0.7815552,-0.4151001,-0.4375,-0.875,0.078125
1695828857327,0.4555664,-0.7781372,-0.43780518,-0.671875,0.390625,0.15625
1695828857367,0.44360352,-0.7932739,-0.41461182,-0.28125,-2.03125,0.359375
1695828857407,0.46069336,-0.77227783,-0.44683838,-0.84375,1.703125,0.171875
1695828857447,0.45092773,-0.788147,-0.41363525,0.015625,-0.0625,0.234375
1695828857487,0.44091797,-0.7822876,-0.42071533,0.234375,-0.03125,0.234375
1695828857528,0.45629883,-0.7744751,-0.42242432,-0.28125,0.140625,-0.0625
1695828857568,0.4519043,-0.78253174,-0.43096924,0.171875,-0.3125,-0.09375
1695828857608,0.45751953,-0.77301025,-0.42681885,0.296875,-0.796875,0.171875
1695828857648,0.45166016,-0.7866821,-0.42315674,-0.1875,-0.859375,0.0625
1695828857688,0.4494629,-0.77301025,-0.43145752,0.28125,-0.484375,-0.078125
1695828857728,0.44726562,-0.78912354,-0.42755127,0.03125,-1.125,0.09375
1695828857768,0.45288086,-0.77593994,-0.42974854,0.59375,-0.453125,-0.484375
1695828857808,0.45239258,-0.78326416,-0.42755127,0.3125,-0.890625,-0.296875
1695828857848,0.45214844,-0.7769165,-0.42437744,0.765625,-0.1875,-0.3125
1695828857888,0.44873047,-0.7739868,-0.43267822,0.578125,-0.828125,-0.171875
1695828857928,0.45141602,-0.786438,-0.4368286,0.015625,-0.921875,-0.40625
1695828857968,0.4423828,-0.77349854,-0.4385376,0.265625,-0.421875,-0.234375
1695828858008,0.43530273,-0.7756958,-0.41827393,1.28125,-1.640625,-0.75
1695828858048,0.4416504,-0.7798462,-0.44952393,-0.40625,0.734375,-0.015625
1695828858088,0.47070312,-0.76934814,-0.4397583,0.6875,0.46875,-0.53125
1695828858128,0.43847656,-0.7918091,-0.427063,0.5,-0.765625,-0.3125
1695828858168,0.44091797,-0.7630005,-0.4373169,0.171875,-0.171875,-0.90625
1695828858208,0.4453125,-0.7769165,-0.43536377,-0.078125,-0.046875,-0.09375
1695828858248,0.44873047,-0.77423096,-0.4439087,0.15625,-0.828125,-0.625
1695828858289,0.4404297,-0.7798462,-0.43536377,0.28125,-0.75,-0.0625
1695828858329,0.44873047,-0.7703247,-0.4414673,-0.34375,-0.234375,-0.078125
1695828858369,0.44018555,-0.77593994,-0.42803955,-0.21875,-0.5625,-0.3125
1695828858409,0.4506836,-0.7752075,-0.4524536,0.15625,-0.46875,-0.46875
1695828858449,0.43579102,-0.7852173,-0.43634033,0.953125,-0.71875,-0.53125
1695828858489,0.45581055,-0.7781372,-0.44781494,-0.671875,0.4375,-0.265625
1695828858529,0.44848633,-0.7774048,-0.43511963,0.078125,-0.265625,-0.140625
1695828858569,0.43969727,-0.7737427,-0.4492798,-0.234375,-0.484375,-0.3125
1695828858609,0.453125,-0.77423096,-0.43267822,-0.0625,-0.296875,-0.421875
1695828858649,0.44628906,-0.7761841,-0.44000244,-0.625,0.0625,-0.140625
1695828858689,0.46020508,-0.77178955,-0.41558838,-0.265625,-1.390625,-0.46875
1695828858729,0.43408203,-0.7776489,-0.4602661,-1.234375,-0.03125,0.28125
